1,0,0,5,3,100,5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-5,-3,-100,-5,0,0,0.5023
0,0,0,5,3,100,5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-5,-3,-100,-5,0,0,0.5
1,0,0,5,3,100,5,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-5,-3,-100,-5,0,0,0.5091
0,0,0,5,3,100,5,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-5,-3,-100,0,0,-5,0.5091
1,5,0,0,3,100,5,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-5,-3,-100,0,0,-5,0.5057
0,5,0,0,3,100,5,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-5,-3,-100,-5,0,0,0.5
1,5,0,0,3,100,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-5,-3,-100,-5,0,0,0.5
0,5,0,0,3,100,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-5,0,-100,-5,0,0,0.5017
1,5,0,0,3,100,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-5,0,-100,-5,0,0,0.5017
0,5,0,0,3,100,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,0,0,0,0,0,-1,-100,-1,-1,0,0,0,0,-5,0,0,-5,0,0,0.5
1,0,0,0,3,100,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,0,0,0,0,0,-1,-100,-1,-1,0,0,5,0,-5,0,0,-5,0,0,0.8394
0,0,0,0,3,100,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-3,0,0,0,0,0,-1,-100,-1,0,0,0,5,0,-5,0,0,-5,0,0,0.4983
1,0,0,0,3,100,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,5,0,0,0,-1,-3,0,0,0,0,0,-1,-100,-1,0,0,0,5,0,-5,0,0,-5,0,0,0.8377
0,0,0,0,3,100,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,5,0,0,0,-1,-3,0,0,0,0,0,-1,-100,-1,0,0,0,-5,0,0,0,0,-5,0,0,0.8309
1,0,0,0,3,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,5,0,0,0,-1,-3,0,0,0,0,0,-1,-100,-1,0,0,0,-5,0,0,0,0,-5,0,0,0.8663
0,0,0,0,3,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-3,0,0,0,0,0,-1,-100,-1,0,0,0,-5,0,0,0,0,-5,0,0,0.8514
1,0,0,0,3,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-3,0,0,0,0,0,-1,-100,-1,0,0,0,-5,0,0,0,0,-5,0,0,0.8497
0,0,0,0,3,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-3,0,0,0,0,0,-1,-100,-1,-5,0,0,-5,0,0,0,0,0,0,0,0.8274
